Gene	Mean	Variance	CV2
Sh3d19	NA	0.054	NA
Sh3d21	NA	0.003	NA
Sh3gl1	NA	0.071	NA
Sh3gl2	NA	0.102	NA
Sh3gl3	NA	0.023	NA
Sh3glb1	NA	0.116	NA
Sh3glb2	NA	0.229	NA
Sh3kbp1	NA	0.043	NA
Sh3pxd2a	NA	0.032	NA
Sh3pxd2b	NA	0.029	NA
Sh3rf1	NA	0.025	NA
Sh3rf3	NA	0.033	NA
Sh3tc1	NA	0.002	NA
Sh3tc2	NA	0.004	NA
Sh3yl1	NA	0.009	NA
Shank1	NA	0.054	NA
Shank2	NA	0.116	NA
Shank3	NA	0.027	NA
Sharpin	NA	0.068	NA
Shb	NA	0.004	NA
Shc1	NA	0.019	NA
Shc2	NA	0.061	NA
Shc3	NA	0.003	NA
Shc4	NA	0.011	NA
Shcbp1	NA	0.001	NA
Shcbp1l	NA	0.013	NA
Shd	NA	0.044	NA
She	NA	0.009	NA
Shf	NA	0.006	NA
Shfm1	NA	0.078	NA
Shh	NA	0.005	NA
Shisa2	NA	0.001	NA
Shisa3	NA	0.002	NA
Shisa4	NA	0.203	NA
Shisa5	NA	0.038	NA
Shisa6	NA	0.019	NA
Shisa7	NA	0.101	NA
Shisa9	NA	0.054	NA
Shkbp1	NA	0.043	NA
Shmt1	NA	0.004	NA
Shmt2	NA	0.023	NA
Shoc2	NA	0.055	NA
Shox2	NA	0.009	NA
Shpk	NA	0.006	NA
Shprh	NA	0.093	NA
Shq1	NA	0.003	NA
Shroom1	NA	0.021	NA
Shroom2	NA	0.026	NA
Shroom3	NA	0.004	NA
Shroom4	NA	0.006	NA
Siae	NA	0.02	NA
Siah1a	NA	0.03	NA
Siah1b	NA	0.006	NA
Siah2	NA	0.01	NA
Sidt1	NA	0.107	NA
Sidt2	NA	0.058	NA
Sigirr	NA	0.005	NA
Siglecg	NA	0.001	NA
Siglech	NA	0.02	NA
Sigmar1	NA	0.046	NA
Sik1	NA	0.011	NA
Sik2	NA	0.066	NA
Sik3	NA	0.054	NA
Sike1	NA	0.056	NA
Sil1	NA	0.02	NA
Simc1	NA	0.026	NA
Sin3a	NA	0.036	NA
Sin3b	NA	0.079	NA
Sipa1	NA	0.021	NA
Sipa1l1	NA	0.138	NA
Sipa1l2	NA	0.021	NA
Sipa1l3	NA	0.056	NA
Sirpa	NA	0.157	NA
Sirt1	NA	0.033	NA
Sirt2	NA	0.118	NA
Sirt3	NA	0.05	NA
Sirt4	NA	0.085	NA
Sirt5	NA	0.021	NA
Sirt6	NA	0.036	NA
Sirt7	NA	0.191	NA
Sis	NA	0.001	NA
Siva1	NA	0.021	NA
Six3	NA	0.003	NA
Six3os1	NA	0.003	NA
Six4	NA	0.003	NA
Six5	NA	0.003	NA
Ska2	NA	0.022	NA
Ska3	NA	0.002	NA
Skap1	NA	0.002	NA
Skap2	NA	0.012	NA
Ski	NA	0.056	NA
Skida1	NA	0.013	NA
Skil	NA	0.118	NA
Skiv2l	NA	0.086	NA
Skiv2l2	NA	0.078	NA
Skp1a	NA	0.139	NA
Skp2	NA	0.038	NA
Sla	NA	0.004	NA
Sla2	NA	0.001	NA
Slain1	NA	0.024	NA
Slain2	NA	0.048	NA
Slbp	NA	0.015	NA
Slc10a3	NA	0.005	NA
Slc10a7	NA	0.008	NA
Slc11a1	NA	0.003	NA
Slc11a2	NA	0.062	NA
Slc12a1	NA	0	NA
Slc12a2	NA	0.114	NA
Slc12a4	NA	0.015	NA
Slc12a5	NA	0.201	NA
Slc12a6	NA	0.109	NA
Slc12a7	NA	0.004	NA
Slc12a8	NA	0.001	NA
Slc12a9	NA	0.048	NA
Slc13a1	NA	0.001	NA
Slc13a3	NA	0.011	NA
Slc13a4	NA	0.006	NA
Slc13a5	NA	0.011	NA
Slc14a1	NA	0.014	NA
Slc14a2	NA	0.001	NA
Slc15a2	NA	0.05	NA
Slc15a3	NA	0.004	NA
Slc15a4	NA	0.015	NA
Slc16a1	NA	0.044	NA
Slc16a10	NA	0.007	NA
Slc16a11	NA	0.093	NA
Slc16a12	NA	0.006	NA
Slc16a13	NA	0.011	NA
Slc16a14	NA	0.011	NA
Slc16a2	NA	0.074	NA
Slc16a3	NA	0.003	NA
Slc16a4	NA	0.01	NA
Slc16a6	NA	0.031	NA
Slc16a7	NA	0.023	NA
Slc16a8	NA	0.001	NA
Slc16a9	NA	0.005	NA
Slc17a5	NA	0.082	NA
Slc17a6	NA	0.04	NA
Slc17a7	NA	0.212	NA
Slc17a8	NA	0.004	NA
Slc17a9	NA	0.002	NA
Slc18a1	NA	0.001	NA
Slc18a2	NA	0.004	NA
Slc18b1	NA	0.02	NA
Slc19a1	NA	0.015	NA
Slc19a2	NA	0.018	NA
Slc19a3	NA	0.005	NA
Slc1a1	NA	0.094	NA
Slc1a2	NA	0.741	NA
Slc1a3	NA	0.309	NA
Slc1a4	NA	0.022	NA
Slc1a5	NA	0.006	NA
Slc1a6	NA	0.009	NA
Slc20a1	NA	0.184	NA
Slc20a2	NA	0.036	NA
Slc22a15	NA	0.015	NA
Slc22a17	NA	0.318	NA
Slc22a2	NA	0.002	NA
Slc22a21	NA	0.008	NA
Slc22a23	NA	0.039	NA
Slc22a3	NA	0.003	NA
Slc22a4	NA	0.026	NA
Slc22a5	NA	0.022	NA
Slc22a6	NA	0.008	NA
Slc22a8	NA	0.025	NA
Slc23a1	NA	0.001	NA
Slc23a2	NA	0.078	NA
Slc23a3	NA	0.001	NA
Slc24a2	NA	0.317	NA
Slc24a3	NA	0.055	NA
Slc24a4	NA	0.045	NA
Slc24a5	NA	0.118	NA
Slc25a1	NA	0.052	NA
Slc25a10	NA	0.013	NA
Slc25a11	NA	0.06	NA
Slc25a12	NA	0.089	NA
Slc25a13	NA	0.007	NA
Slc25a14	NA	0.059	NA
Slc25a15	NA	0.009	NA
Slc25a16	NA	0.027	NA
Slc25a17	NA	0.04	NA
Slc25a18	NA	0.009	NA
Slc25a19	NA	0.04	NA
Slc25a20	NA	0.011	NA
Slc25a21	NA	0.001	NA
Slc25a22	NA	0.092	NA
Slc25a23	NA	0.199	NA
Slc25a24	NA	0.004	NA
Slc25a25	NA	0.04	NA
Slc25a26	NA	0.019	NA
Slc25a27	NA	0.082	NA
Slc25a28	NA	0.067	NA
Slc25a29	NA	0.016	NA
Slc25a3	NA	0.291	NA
Slc25a30	NA	0.001	NA
Slc25a32	NA	0.016	NA
Slc25a33	NA	0.035	NA
Slc25a34	NA	0.002	NA
Slc25a35	NA	0.009	NA
Slc25a36	NA	0.157	NA
Slc25a37	NA	0.074	NA
Slc25a38	NA	0.015	NA
Slc25a39	NA	0.034	NA
Slc25a4	NA	0.304	NA
Slc25a40	NA	0.018	NA
Slc25a42	NA	0.055	NA
Slc25a43	NA	0.001	NA
Slc25a44	NA	0.054	NA
Slc25a45	NA	0.007	NA
Slc25a46	NA	0.074	NA
Slc25a47	NA	0.003	NA
Slc25a5	NA	0.103	NA
Slc25a51	NA	0.105	NA
Slc25a53	NA	0.014	NA
Slc26a1	NA	0.001	NA
Slc26a10	NA	0.038	NA
Slc26a11	NA	0.011	NA
Slc26a2	NA	0.028	NA
Slc26a4	NA	0.024	NA
Slc26a6	NA	0.006	NA
Slc26a7	NA	0.002	NA
Slc26a8	NA	0.019	NA
Slc27a1	NA	0.085	NA
Slc27a2	NA	0.016	NA
Slc27a3	NA	0.008	NA
Slc27a4	NA	0.056	NA
Slc27a5	NA	0.001	NA
Slc29a1	NA	0.042	NA
Slc29a2	NA	0.016	NA
Slc29a3	NA	0.011	NA
Slc29a4	NA	0.018	NA
Slc2a1	NA	0.142	NA
Slc2a10	NA	0.002	NA
Slc2a12	NA	0.013	NA
Slc2a13	NA	0.025	NA
Slc2a3	NA	0.111	NA
Slc2a4	NA	0.001	NA
Slc2a5	NA	0.001	NA
Slc2a6	NA	0.056	NA
Slc2a8	NA	0.044	NA
Slc2a9	NA	0.005	NA
Slc30a1	NA	0.038	NA
Slc30a10	NA	0.035	NA
Slc30a3	NA	0.138	NA
Slc30a4	NA	0.03	NA
Slc30a5	NA	0.047	NA
Slc30a6	NA	0.034	NA
Slc30a7	NA	0.022	NA
Slc30a9	NA	0.129	NA
Slc31a1	NA	0.031	NA
Slc31a2	NA	0.024	NA
Slc32a1	NA	0.037	NA
Slc33a1	NA	0.042	NA
Slc35a1	NA	0.046	NA
Slc35a2	NA	0.039	NA
Slc35a3	NA	0.03	NA
Slc35a4	NA	0.024	NA
Slc35a5	NA	0.046	NA
Slc35b1	NA	0.091	NA
Slc35b2	NA	0.028	NA
Slc35b3	NA	0.034	NA
Slc35b4	NA	0.032	NA
Slc35c1	NA	0.009	NA
Slc35c2	NA	0.033	NA
Slc35d1	NA	0.038	NA
Slc35d2	NA	0.001	NA
Slc35d3	NA	0.002	NA
Slc35e1	NA	0.017	NA
Slc35e2	NA	0.057	NA
Slc35e3	NA	0.008	NA
Slc35e4	NA	0.016	NA
Slc35f1	NA	0.039	NA
Slc35f2	NA	0.006	NA
Slc35f3	NA	0.041	NA
Slc35f4	NA	0.059	NA
Slc35f5	NA	0.026	NA
Slc35f6	NA	0.026	NA
Slc35g1	NA	0.005	NA
Slc35g2	NA	0.025	NA
Slc36a1	NA	0.038	NA
Slc36a2	NA	0.003	NA
Slc36a4	NA	0.049	NA
Slc37a1	NA	0.008	NA
Slc37a2	NA	0.002	NA
Slc37a3	NA	0.034	NA
Slc37a4	NA	0.032	NA
Slc38a1	NA	0.102	NA
Slc38a10	NA	0.037	NA
Slc38a11	NA	0.005	NA
Slc38a2	NA	0.186	NA
Slc38a3	NA	0.08	NA
Slc38a5	NA	0.009	NA
Slc38a6	NA	0.07	NA
Slc38a7	NA	0.037	NA
Slc38a9	NA	0.077	NA
Slc39a1	NA	0.023	NA
Slc39a10	NA	0.187	NA
Slc39a11	NA	0.008	NA
Slc39a12	NA	0.038	NA
Slc39a13	NA	0.046	NA
Slc39a14	NA	0.039	NA
Slc39a2	NA	0.03	NA
Slc39a3	NA	0.039	NA
Slc39a6	NA	0.06	NA
Slc39a7	NA	0.001	NA
Slc39a8	NA	0.008	NA
Slc39a9	NA	0.026	NA
Slc3a1	NA	0.002	NA
Slc3a2	NA	0.138	NA
Slc40a1	NA	0.019	NA
Slc41a1	NA	0.039	NA
Slc41a2	NA	0.01	NA
Slc41a3	NA	0.004	NA
Slc43a1	NA	0.001	NA
Slc43a2	NA	0.063	NA
Slc43a3	NA	0.002	NA
Slc44a1	NA	0.06	NA
Slc44a2	NA	0.046	NA
Slc44a4	NA	0.002	NA
Slc44a5	NA	0.022	NA
Slc45a1	NA	0.048	NA
Slc45a3	NA	0.001	NA
Slc45a4	NA	0.018	NA
Slc46a1	NA	0.007	NA
Slc46a3	NA	0.008	NA
Slc47a1	NA	0.004	NA
Slc48a1	NA	0.11	NA
Slc4a10	NA	0.187	NA
Slc4a11	NA	0.002	NA
Slc4a1ap	NA	0.078	NA
Slc4a2	NA	0.022	NA
Slc4a3	NA	0.249	NA
Slc4a4	NA	0.214	NA
Slc4a5	NA	0.002	NA
Slc4a7	NA	0.115	NA
Slc4a8	NA	0.072	NA
Slc4a9	NA	0.001	NA
Slc50a1	NA	0.129	NA
Slc52a2	NA	0.018	NA
Slc52a3	NA	0.002	NA
Slc5a11	NA	0.001	NA
Slc5a2	NA	0	NA
Slc5a3	NA	0.035	NA
Slc5a4b	NA	0	NA
Slc5a5	NA	0.011	NA
Slc5a6	NA	0.022	NA
Slc5a7	NA	0.001	NA
Slc6a1	NA	0.173	NA
Slc6a11	NA	0.051	NA
Slc6a12	NA	0.001	NA
Slc6a13	NA	0.015	NA
Slc6a15	NA	0.039	NA
Slc6a17	NA	0.157	NA
Slc6a19	NA	0.001	NA
Slc6a20a	NA	0.027	NA
Slc6a20b	NA	0.001	NA
Slc6a6	NA	0.264	NA
Slc6a7	NA	0.085	NA
Slc6a8	NA	0.065	NA
Slc6a9	NA	0.029	NA
Slc7a1	NA	0.039	NA
Slc7a10	NA	0.08	NA
Slc7a11	NA	0.047	NA
Slc7a14	NA	0.119	NA
Slc7a2	NA	0.036	NA
Slc7a3	NA	0.013	NA
Slc7a4	NA	0.098	NA
Slc7a5	NA	0.061	NA
Slc7a6	NA	0.044	NA
Slc7a6os	NA	0.057	NA
Slc7a7	NA	0.002	NA
Slc7a8	NA	0.032	NA
Slc8a1	NA	0.022	NA
Slc8a2	NA	0.091	NA
Slc8a3	NA	0.028	NA
Slc8b1	NA	0.009	NA
Slc9a1	NA	0.023	NA
Slc9a2	NA	0.01	NA
Slc9a3r1	NA	0.014	NA
Slc9a3r2	NA	0.061	NA
Slc9a4	NA	0.002	NA
Slc9a5	NA	0.031	NA
Slc9a6	NA	0.053	NA
Slc9a7	NA	0.008	NA
Slc9a8	NA	0.035	NA
Slc9a9	NA	0.028	NA
Slc9b1	NA	0.002	NA
Slc9b2	NA	0.009	NA
Slco1a4	NA	0.127	NA
Slco1a5	NA	0.001	NA
Slco1b2	NA	0.002	NA
Slco1c1	NA	0.124	NA
Slco2a1	NA	0.001	NA
Slco2b1	NA	0.013	NA
Slco3a1	NA	0.048	NA
Slco4a1	NA	0.006	NA
Slco4c1	NA	0.006	NA
Slco5a1	NA	0.01	NA
Slco6c1	NA	0	NA
Slfn2	NA	0.003	NA
Slfn3	NA	0.001	NA
Slfn5	NA	0.01	NA
Slfn8	NA	0.002	NA
Slfn9	NA	0	NA
Slirp	NA	0.082	NA
Slit1	NA	0.057	NA
Slit2	NA	0.035	NA
Slit3	NA	0.03	NA
Slitrk1	NA	0.053	NA
Slitrk2	NA	0.07	NA
Slitrk3	NA	0.067	NA
Slitrk4	NA	0.108	NA
Slitrk5	NA	0.084	NA
Slitrk6	NA	0.005	NA
Slk	NA	0.168	NA
Slmap	NA	0.088	NA
Slmo1	NA	0.052	NA
Slmo2	NA	0.026	NA
Sltm	NA	0.408	NA
Slu7	NA	0.064	NA
Slx1b	NA	0.047	NA
Slx4	NA	0.027	NA
Slx4ip	NA	0.021	NA
Smad1	NA	0.04	NA
Smad2	NA	0.016	NA
Smad3	NA	0.024	NA
Smad4	NA	0.04	NA
Smad5	NA	0.034	NA
Smad6	NA	0.002	NA
Smad7	NA	0.037	NA
Smad9	NA	0.007	NA
Smagp	NA	0.002	NA
Smap1	NA	0.09	NA
Smap2	NA	0.085	NA
Smarca1	NA	0.101	NA
Smarca2	NA	0.259	NA
Smarca4	NA	0.168	NA
Smarca5	NA	0.1	NA
Smarcad1	NA	0.07	NA
Smarcal1	NA	0.034	NA
Smarcb1	NA	0.057	NA
Smarcc1	NA	0.107	NA
Smarcc2	NA	0.243	NA
Smarcd1	NA	0.1	NA
Smarcd2	NA	0.032	NA
Smarcd3	NA	0.046	NA
Smarce1	NA	0.033	NA
Smc1a	NA	0.099	NA
Smc1b	NA	0.003	NA
Smc2	NA	0.093	NA
Smc3	NA	0.163	NA
Smc4	NA	0.045	NA
Smc5	NA	0.233	NA
Smc6	NA	0.158	NA
Smchd1	NA	0.124	NA
Smco1	NA	0.001	NA
Smco3	NA	0.004	NA
Smco4	NA	0.009	NA
Smcr8	NA	0.011	NA
Smdt1	NA	0.078	NA
Smek1	NA	0.091	NA
Smek2	NA	0.115	NA
Smg1	NA	0.283	NA
Smg5	NA	0.074	NA
Smg6	NA	0.113	NA
Smg7	NA	0.077	NA
Smg8	NA	0.008	NA
Smg9	NA	0.058	NA
Smim1	NA	0.007	NA
Smim11	NA	0.029	NA
Smim12	NA	0.037	NA
Smim13	NA	0.094	NA
Smim14	NA	0.112	NA
Smim15	NA	0.03	NA
Smim17	NA	0.013	NA
Smim18	NA	0.009	NA
Smim19	NA	0.025	NA
Smim20	NA	0.028	NA
Smim3	NA	0.008	NA
Smim4	NA	0.015	NA
Smim5	NA	0.003	NA
Smim7	NA	0.049	NA
Smim8	NA	0.013	NA
Smim9	NA	0	NA
Smn1	NA	0.038	NA
Smndc1	NA	0.04	NA
Smo	NA	0.005	NA
Smoc1	NA	0.01	NA
Smoc2	NA	0.05	NA
Smok4a	NA	0.001	NA
Smox	NA	0.044	NA
Smpd1	NA	0.056	NA
Smpd2	NA	0.031	NA
Smpd3	NA	0.076	NA
Smpd4	NA	0.181	NA
Smpd5	NA	0.003	NA
Smpdl3a	NA	0.028	NA
Smpdl3b	NA	0.004	NA
Sms	NA	0.079	NA
Smtn	NA	0.015	NA
Smtnl2	NA	0.001	NA
Smu1	NA	0.037	NA
Smug1	NA	0.035	NA
Smurf1	NA	0.033	NA
Smurf2	NA	0.039	NA
Smyd1	NA	0.001	NA
Smyd2	NA	0.047	NA
Smyd3	NA	0.031	NA
Smyd4	NA	0.036	NA
Smyd5	NA	0.031	NA
Snai1	NA	0	NA
Snai2	NA	0.002	NA
Snai3	NA	0.001	NA
Snap23	NA	0.056	NA
Snap25	NA	0.609	NA
Snap29	NA	0.025	NA
Snap47	NA	0.102	NA
Snap91	NA	0.133	NA
Snapc1	NA	0.053	NA
Snapc2	NA	0.014	NA
Snapc3	NA	0.128	NA
Snapc4	NA	0.084	NA
Snapc5	NA	0.027	NA
Snapin	NA	0.068	NA
Snca	NA	0.122	NA
Sncaip	NA	0.007	NA
Sncb	NA	0.176	NA
Sncg	NA	0.002	NA
Snd1	NA	0.04	NA
Sned1	NA	0.063	NA
Snf8	NA	0.047	NA
Snhg1	NA	0.045	NA
Snhg11	NA	1.746	NA
Snhg12	NA	0.042	NA
Snhg3	NA	0.071	NA
Snhg4	NA	0.041	NA
Snhg5	NA	0.082	NA
Snhg6	NA	0.044	NA
Snhg7	NA	0.052	NA
Snhg9	NA	0.076	NA
Snip1	NA	0.014	NA
Snn	NA	0.063	NA
Snora19	NA	0.001	NA
Snora24	NA	0.003	NA
Snora31	NA	0.008	NA
Snora33	NA	0.012	NA
Snora41	NA	0.001	NA
Snora68	NA	0.002	NA
Snora69	NA	0.001	NA
Snora73b	NA	0.002	NA
Snora78	NA	0.006	NA
Snora7a	NA	0.001	NA
Snord100	NA	0.002	NA
Snord104	NA	0.033	NA
Snord107	NA	0.006	NA
Snord110	NA	0.001	NA
SNORD113	NA	0.001	NA
Snord13	NA	0.001	NA
Snord16a	NA	0.001	NA
Snord19	NA	0.006	NA
Snord35a	NA	0.003	NA
Snord42a	NA	0.003	NA
Snord42b	NA	0.001	NA
Snord49a	NA	0.001	NA
Snord49b	NA	0.011	NA
Snord4a	NA	0.001	NA
Snord55	NA	0.001	NA
Snord58b	NA	0.001	NA
Snord64	NA	0.001	NA
Snord65	NA	0.014	NA
Snord69	NA	0.001	NA
Snord7	NA	0.006	NA
Snord72	NA	0.012	NA
Snord73a	NA	0.001	NA
Snord8	NA	0.002	NA
Snord82	NA	0.001	NA
Snord87	NA	0.001	NA
Snord89	NA	0	NA
Snord91a	NA	0.001	NA
Snord92	NA	0.001	NA
Snord98	NA	0.001	NA
Snph	NA	0.069	NA
Snrk	NA	0.043	NA
Snrnp200	NA	0.054	NA
Snrnp25	NA	0.012	NA
Snrnp27	NA	0.093	NA
Snrnp35	NA	0.008	NA
Snrnp40	NA	0.04	NA
Snrnp48	NA	0.115	NA
Snrnp70	NA	0.54	NA
Snrpa	NA	0.06	NA
Snrpa1	NA	0.062	NA
Snrpb	NA	0.091	NA
Snrpb2	NA	0.039	NA
Snrpc	NA	0.027	NA
Snrpd1	NA	0.027	NA
Snrpd2	NA	0.045	NA
Snrpd3	NA	0.042	NA
Snrpe	NA	0.026	NA
Snrpf	NA	0.032	NA
Snrpg	NA	0.031	NA
Snrpn	NA	0.209	NA
Snta1	NA	0.029	NA
Sntb1	NA	0.001	NA
Sntb2	NA	0.066	NA
Sntg1	NA	0.045	NA
Sntg2	NA	0.006	NA
Sntn	NA	0.001	NA
Snupn	NA	0.024	NA
Snw1	NA	0.092	NA
Snx1	NA	0.065	NA
Snx10	NA	0.098	NA
Snx11	NA	0.049	NA
Snx12	NA	0.017	NA
Snx13	NA	0.061	NA
Snx14	NA	0.074	NA
Snx15	NA	0.04	NA
Snx16	NA	0.06	NA
Snx17	NA	0.047	NA
Snx18	NA	0.022	NA
Snx19	NA	0.047	NA
Snx2	NA	0.054	NA
Snx20	NA	0.001	NA
Snx21	NA	0.063	NA
Snx22	NA	0.013	NA
Snx24	NA	0.016	NA
Snx25	NA	0.016	NA
Snx27	NA	0.089	NA
Snx29	NA	0.035	NA
Snx3	NA	0.07	NA
Snx30	NA	0.053	NA
Snx32	NA	0.147	NA
Snx33	NA	0.007	NA
Snx4	NA	0.052	NA
Snx5	NA	0.056	NA
Snx6	NA	0.07	NA
Snx7	NA	0.02	NA
Snx8	NA	0.007	NA
Snx9	NA	0.005	NA
Soat1	NA	0.047	NA
Sobp	NA	0.087	NA
Socs1	NA	0.003	NA
Socs2	NA	0.084	NA
Socs3	NA	0.004	NA
Socs4	NA	0.026	NA
Socs5	NA	0.036	NA
Socs6	NA	0.033	NA
Socs7	NA	0.065	NA
Sod1	NA	0.077	NA
Sod2	NA	0.061	NA
Sod3	NA	0.012	NA
Soga1	NA	0.008	NA
Soga2	NA	0.072	NA
Soga3	NA	0.346	NA
Son	NA	0.623	NA
Sorbs1	NA	0.056	NA
Sorbs2	NA	0.506	NA
Sorbs3	NA	0.032	NA
Sorcs1	NA	0.06	NA
Sorcs2	NA	0.02	NA
Sorcs3	NA	0.053	NA
Sord	NA	0.011	NA
Sorl1	NA	0.198	NA
Sort1	NA	0.127	NA
Sos1	NA	0.072	NA
Sos2	NA	0.04	NA
Sostdc1	NA	0.003	NA
Sowaha	NA	0.043	NA
Sowahb	NA	0.004	NA
Sowahc	NA	0.003	NA
Sox1	NA	0.004	NA
Sox10	NA	0.021	NA
Sox11	NA	0.005	NA
Sox12	NA	0.039	NA
Sox13	NA	0.005	NA
Sox14	NA	0.002	NA
Sox17	NA	0.015	NA
Sox18	NA	0.01	NA
Sox2	NA	0.035	NA
Sox21	NA	0.005	NA
Sox2ot	NA	0.103	NA
Sox30	NA	0	NA
Sox4	NA	0.033	NA
Sox5	NA	0.063	NA
Sox6	NA	0.019	NA
Sox7	NA	0.002	NA
Sox8	NA	0.074	NA
Sox9	NA	0.063	NA
Sp1	NA	0.036	NA
Sp100	NA	0.012	NA
Sp110	NA	0.005	NA
Sp140	NA	0.003	NA
Sp2	NA	0.009	NA
Sp3	NA	0.075	NA
Sp4	NA	0.046	NA
Sp6	NA	0.001	NA
Sp7	NA	0.001	NA
Sp8	NA	0.001	NA
Sp9	NA	0.002	NA
Spa17	NA	0.006	NA
Spag1	NA	0.058	NA
Spag16	NA	0.001	NA
Spag17	NA	0.009	NA
Spag4	NA	0.01	NA
Spag5	NA	0.039	NA
Spag6	NA	0.02	NA
Spag7	NA	0.031	NA
Spag8	NA	0.005	NA
Spag9	NA	0.278	NA
Sparc	NA	0.141	NA
Sparcl1	NA	0.571	NA
Spast	NA	0.049	NA
Spata1	NA	0.014	NA
Spata13	NA	0.007	NA
Spata17	NA	0.003	NA
Spata19	NA	0.001	NA
Spata2	NA	0.009	NA
Spata21	NA	0.001	NA
Spata24	NA	0.011	NA
Spata25	NA	0	NA
Spata2l	NA	0.05	NA
Spata3	NA	0.001	NA
Spata32	NA	0.001	NA
Spata33	NA	0.005	NA
Spata5	NA	0.013	NA
Spata5l1	NA	0.006	NA
Spata6	NA	0.007	NA
Spata7	NA	0.085	NA
Spats1	NA	0.007	NA
Spats2	NA	0.036	NA
Spats2l	NA	0.034	NA
Spc24	NA	0.002	NA
Spcs1	NA	0.077	NA
Spcs2	NA	0.123	NA
Spcs3	NA	0.065	NA
Spdl1	NA	0.002	NA
Spdya	NA	0.006	NA
Specc1	NA	0.066	NA
Specc1l	NA	0.061	NA
Speer4a	NA	0.001	NA
Speer4b	NA	0.001	NA
Spef1	NA	0.007	NA
Spef2	NA	0.022	NA
Speg	NA	0.089	NA
Spen	NA	0.117	NA
Spg11	NA	0.041	NA
Spg20	NA	0.025	NA
Spg21	NA	0.019	NA
Spg7	NA	0.076	NA
Sphk1	NA	0.004	NA
Sphk2	NA	0.019	NA
Sphkap	NA	0.202	NA
Spi1	NA	0.003	NA
Spice1	NA	0.047	NA
Spidr	NA	0.004	NA
Spin1	NA	0.024	NA
Spin2c	NA	0.005	NA
Spin4	NA	0.003	NA
Spink10	NA	0.01	NA
Spink8	NA	0.009	NA
Spint1	NA	0	NA
Spint2	NA	0.02	NA
Spire1	NA	0.15	NA
Spire2	NA	0.009	NA
Spns1	NA	0.084	NA
Spns2	NA	0.052	NA
Spns3	NA	0.001	NA
Spo11	NA	0.001	NA
Spocd1	NA	0.001	NA
Spock1	NA	0.012	NA
Spock2	NA	0.254	NA
Spock3	NA	0.08	NA
Spon1	NA	0.07	NA
Spop	NA	0.15	NA
Spopl	NA	0.048	NA
Spp1	NA	0.005	NA
Sppl2a	NA	0.132	NA
Sppl2b	NA	0.071	NA
Sppl3	NA	0.059	NA
Spr	NA	0.015	NA
Spred1	NA	0.092	NA
Spred2	NA	0.058	NA
Spred3	NA	0.048	NA
Sprn	NA	0.087	NA
Sprtn	NA	0.006	NA
Spry1	NA	0.009	NA
Spry2	NA	0.065	NA
Spry4	NA	0.01	NA
Spryd3	NA	0.045	NA
Spryd4	NA	0.006	NA
Spryd7	NA	0.023	NA
Spsb1	NA	0.013	NA
Spsb2	NA	0.005	NA
Spsb3	NA	0.042	NA
Spsb4	NA	0.003	NA
Spt1	NA	0.001	NA
Sptan1	NA	0.254	NA
Sptb	NA	0.031	NA
Sptbn1	NA	0.468	NA
Sptbn2	NA	0.138	NA
Sptbn4	NA	0.144	NA
Sptbn5	NA	0.001	NA
Sptlc1	NA	0.053	NA
Sptlc2	NA	0.06	NA
Sptssa	NA	0.04	NA
Sptssb	NA	0.003	NA
Spty2d1	NA	0.027	NA
Sqle	NA	0.069	NA
Sqrdl	NA	0.004	NA
Sqstm1	NA	0.119	NA
Sra1	NA	0.055	NA
Srbd1	NA	0.025	NA
Src	NA	0.045	NA
Srcap	NA	0.081	NA
Srcin1	NA	0.168	NA
Srcrb4d	NA	0.002	NA
Srd5a1	NA	0.007	NA
Srd5a3	NA	0.016	NA
Srebf1	NA	0.048	NA
Srebf2	NA	0.074	NA
Srek1	NA	0.334	NA
Srek1ip1	NA	0.042	NA
Srf	NA	0.031	NA
Srfbp1	NA	0.018	NA
Srgap1	NA	0.039	NA
Srgap2	NA	0.088	NA
Srgap3	NA	0.131	NA
Srgn	NA	0.024	NA
Sri	NA	0.091	NA
Srl	NA	0.003	NA
Srm	NA	0.045	NA
Srms	NA	0	NA
Srp14	NA	0.087	NA
Srp19	NA	0.083	NA
Srp54b	NA	0.007	NA
Srp54c	NA	0.006	NA
Srp68	NA	0.039	NA
Srp72	NA	0.12	NA
Srp9	NA	0.053	NA
Srpk1	NA	0.232	NA
Srpk2	NA	0.244	NA
Srpk3	NA	0.023	NA
Srpr	NA	0.081	NA
Srprb	NA	0.022	NA
Srpx2	NA	0.002	NA
Srr	NA	0.066	NA
Srrd	NA	0.018	NA
Srrm1	NA	0.491	NA
Srrm2	NA	0.592	NA
Srrm3	NA	0.215	NA
Srrm4	NA	0.127	NA
Srrt	NA	0.219	NA
Srsf1	NA	0.207	NA
Srsf10	NA	0.247	NA
Srsf11	NA	0.541	NA
Srsf12	NA	0.03	NA
Srsf2	NA	0.314	NA
Srsf3	NA	0.15	NA
Srsf4	NA	0.069	NA
Srsf5	NA	0.459	NA
Srsf6	NA	0.155	NA
Srsf7	NA	0.18	NA
Srsf9	NA	0.102	NA
Srxn1	NA	0.023	NA
Ss18	NA	0.03	NA
Ss18l1	NA	0.043	NA
Ssb	NA	0.178	NA
Ssbp1	NA	0.105	NA
Ssbp2	NA	0.078	NA
Ssbp3	NA	0.062	NA
Ssbp4	NA	0.123	NA
