Gene	Mean	Variance	CV2
Ssc5d	NA	0.003	NA
Ssfa2	NA	0.046	NA
Ssh1	NA	0.029	NA
Ssh2	NA	0.081	NA
Ssh3	NA	0.087	NA
Ssna1	NA	0.085	NA
Sspn	NA	0.013	NA
Sspo	NA	0.004	NA
Ssr1	NA	0.143	NA
Ssr2	NA	0.07	NA
Ssr3	NA	0.065	NA
Ssr4	NA	0.117	NA
Ssrp1	NA	0.124	NA
Sssca1	NA	0.024	NA
Sst	NA	0.116	NA
Sstr1	NA	0.015	NA
Sstr2	NA	0.01	NA
Sstr3	NA	0.011	NA
Sstr4	NA	0.008	NA
Ssu72	NA	0.069	NA
Ssx2ip	NA	0.064	NA
St13	NA	0.106	NA
St14	NA	0.001	NA
St18	NA	0.039	NA
St3gal1	NA	0.013	NA
St3gal2	NA	0.019	NA
St3gal3	NA	0.016	NA
St3gal4	NA	0.018	NA
St3gal5	NA	0.158	NA
St3gal6	NA	0.036	NA
St5	NA	0.023	NA
St6gal1	NA	0.011	NA
St6gal2	NA	0.056	NA
St6galnac2	NA	0.008	NA
St6galnac3	NA	0.004	NA
St6galnac4	NA	0.019	NA
St6galnac5	NA	0.112	NA
St6galnac6	NA	0.034	NA
St7	NA	0.052	NA
St7l	NA	0.037	NA
St8sia1	NA	0.033	NA
St8sia2	NA	0.003	NA
St8sia3	NA	0.116	NA
St8sia4	NA	0.015	NA
St8sia5	NA	0.03	NA
St8sia6	NA	0.004	NA
Stab1	NA	0.027	NA
Stab2	NA	0.001	NA
Stac	NA	0.001	NA
Stac2	NA	0.016	NA
Stac3	NA	0.015	NA
Stag1	NA	0.125	NA
Stag2	NA	0.063	NA
Stag3	NA	0.003	NA
Stam	NA	0.042	NA
Stam2	NA	0.037	NA
Stambp	NA	0.041	NA
Stambpl1	NA	0.027	NA
Stap1	NA	0.002	NA
Stap2	NA	0.007	NA
Star	NA	0.004	NA
Stard10	NA	0.014	NA
Stard13	NA	0.019	NA
Stard3	NA	0.044	NA
Stard3nl	NA	0.075	NA
Stard4	NA	0.019	NA
Stard5	NA	0.013	NA
Stard6	NA	0.003	NA
Stard7	NA	0.072	NA
Stard8	NA	0.037	NA
Stard9	NA	0.039	NA
Stat1	NA	0.022	NA
Stat2	NA	0.067	NA
Stat3	NA	0.051	NA
Stat4	NA	0.001	NA
Stat5a	NA	0.003	NA
Stat5b	NA	0.011	NA
Stat6	NA	0.008	NA
Stau1	NA	0.054	NA
Stau2	NA	0.079	NA
Stbd1	NA	0.001	NA
Stc1	NA	0.006	NA
Stc2	NA	0.002	NA
Steap1	NA	0.001	NA
Steap2	NA	0.019	NA
Steap3	NA	0.006	NA
Stil	NA	0.002	NA
Stim1	NA	0.053	NA
Stim2	NA	0.104	NA
Stip1	NA	0.077	NA
Stk10	NA	0.013	NA
Stk11	NA	0.054	NA
Stk11ip	NA	0.026	NA
Stk16	NA	0.081	NA
Stk17b	NA	0.005	NA
Stk19	NA	0.065	NA
Stk24	NA	0.014	NA
Stk25	NA	0.208	NA
Stk3	NA	0.02	NA
Stk30	NA	0.016	NA
Stk32a	NA	0.002	NA
Stk32b	NA	0.001	NA
Stk32c	NA	0.057	NA
Stk33	NA	0.003	NA
Stk35	NA	0.02	NA
Stk36	NA	0.006	NA
Stk38	NA	0.183	NA
Stk38l	NA	0.032	NA
Stk39	NA	0.04	NA
Stk4	NA	0.038	NA
Stk40	NA	0.031	NA
Stmn1	NA	0.071	NA
Stmn2	NA	0.146	NA
Stmn3	NA	0.18	NA
Stmn4	NA	0.228	NA
Stom	NA	0.01	NA
Stoml1	NA	0.067	NA
Stoml2	NA	0.041	NA
Stoml3	NA	0.001	NA
Ston1	NA	0.003	NA
Ston2	NA	0.003	NA
Stox1	NA	0.006	NA
Stox2	NA	0.13	NA
Stpg1	NA	0.003	NA
Stpg2	NA	0	NA
Stra13	NA	0.022	NA
Stra6	NA	0.007	NA
Strada	NA	0.106	NA
Stradb	NA	0.059	NA
Strap	NA	0.039	NA
Strbp	NA	0.485	NA
Strc	NA	0.003	NA
Strip1	NA	0.063	NA
Strip2	NA	0.031	NA
Strn	NA	0.032	NA
Strn3	NA	0.203	NA
Strn4	NA	0.154	NA
Stt3a	NA	0.048	NA
Stt3b	NA	0.066	NA
Stub1	NA	0.171	NA
Stx12	NA	0.065	NA
Stx16	NA	0.153	NA
Stx17	NA	0.055	NA
Stx18	NA	0.028	NA
Stx19	NA	0.001	NA
Stx1a	NA	0.146	NA
Stx1b	NA	0.092	NA
Stx2	NA	0.065	NA
Stx3	NA	0.134	NA
Stx4a	NA	0.112	NA
Stx5a	NA	0.149	NA
Stx6	NA	0.045	NA
Stx7	NA	0.068	NA
Stx8	NA	0.02	NA
Stxbp1	NA	0.242	NA
Stxbp2	NA	0.122	NA
Stxbp3a	NA	0.055	NA
Stxbp3b	NA	0.001	NA
Stxbp4	NA	0.05	NA
Stxbp5	NA	0.102	NA
Stxbp5l	NA	0.176	NA
Stxbp6	NA	0.091	NA
Styk1	NA	0.001	NA
Styx	NA	0.016	NA
Sub1	NA	0.174	NA
Sucla2	NA	0.091	NA
Suclg1	NA	0.067	NA
Suclg2	NA	0.004	NA
Suco	NA	0.099	NA
Suds3	NA	0.066	NA
Sufu	NA	0.009	NA
Sugp1	NA	0.047	NA
Sugp2	NA	0.112	NA
Sugt1	NA	0.062	NA
Sulf1	NA	0.01	NA
Sulf2	NA	0.059	NA
Sult1a1	NA	0.015	NA
Sult2b1	NA	0.004	NA
Sult4a1	NA	0.116	NA
Sult5a1	NA	0	NA
Sumf1	NA	0.018	NA
Sumf2	NA	0.021	NA
Sumo1	NA	0.056	NA
Sumo2	NA	0.004	NA
Sumo3	NA	0.051	NA
Sun1	NA	0.163	NA
Sun2	NA	0.026	NA
Suox	NA	0.008	NA
Supt16	NA	0.123	NA
Supt20	NA	0.139	NA
Supt3	NA	0.01	NA
Supt4a	NA	0.025	NA
Supt5	NA	0.127	NA
Supt6	NA	0.187	NA
Supt7l	NA	0.02	NA
Supv3l1	NA	0.02	NA
Surf1	NA	0.067	NA
Surf2	NA	0.058	NA
Surf4	NA	0.041	NA
Surf6	NA	0.025	NA
Susd1	NA	0.002	NA
Susd2	NA	0.013	NA
Susd3	NA	0.001	NA
Susd4	NA	0.151	NA
Susd5	NA	0.006	NA
Suv39h1	NA	0.012	NA
Suv39h2	NA	0.01	NA
Suv420h1	NA	0.126	NA
Suv420h2	NA	0.038	NA
Suz12	NA	0.084	NA
Sv2a	NA	0.217	NA
Sv2b	NA	0.09	NA
Sv2c	NA	0.002	NA
Svep1	NA	0.003	NA
Svil	NA	0.026	NA
Svip	NA	0.045	NA
Svop	NA	0.078	NA
Svopl	NA	0	NA
Swap70	NA	0.022	NA
Swi5	NA	0.081	NA
Swsap1	NA	0.006	NA
Swt1	NA	0.099	NA
Syap1	NA	0.058	NA
Sybu	NA	0.058	NA
Syce1	NA	0.001	NA
Syce1l	NA	0.001	NA
Syce2	NA	0.003	NA
Sycp2	NA	0.022	NA
Sycp2l	NA	0.001	NA
Sycp3	NA	0.006	NA
Syde1	NA	0.007	NA
Syde2	NA	0.003	NA
Syf2	NA	0.075	NA
Syk	NA	0.004	NA
Sympk	NA	0.066	NA
Syn1	NA	0.089	NA
Syn2	NA	0.247	NA
Syn3	NA	0.021	NA
Syna	NA	0.001	NA
Sync	NA	0.004	NA
Syncrip	NA	0.074	NA
Syndig1	NA	0.015	NA
Syndig1l	NA	0.003	NA
Syne1	NA	0.481	NA
Syne2	NA	0.044	NA
Syne3	NA	0.001	NA
Syne4	NA	0.013	NA
Syngap1	NA	0.016	NA
Syngr1	NA	0.128	NA
Syngr2	NA	0.008	NA
Syngr3	NA	0.11	NA
Synj1	NA	0.188	NA
Synj2	NA	0.026	NA
Synj2bp	NA	0.128	NA
Synm	NA	0.043	NA
Synpo	NA	0.075	NA
Synpo2	NA	0.006	NA
Synpr	NA	0.072	NA
Synrg	NA	0.058	NA
Syp	NA	0.233	NA
Sypl	NA	0.086	NA
Sypl2	NA	0.004	NA
Sys1	NA	0.076	NA
Syt1	NA	0.584	NA
Syt10	NA	0.028	NA
Syt11	NA	0.412	NA
Syt12	NA	0.022	NA
Syt13	NA	0.124	NA
Syt14	NA	0.013	NA
Syt15	NA	0.001	NA
Syt16	NA	0.069	NA
Syt17	NA	0.027	NA
Syt2	NA	0.024	NA
Syt3	NA	0.06	NA
Syt4	NA	0.222	NA
Syt5	NA	0.121	NA
Syt6	NA	0.027	NA
Syt7	NA	0.353	NA
Syt9	NA	0.003	NA
Sytl1	NA	0.002	NA
Sytl2	NA	0.103	NA
Sytl4	NA	0.001	NA
Sytl5	NA	0.005	NA
Syvn1	NA	0.05	NA
Szrd1	NA	0.02	NA
Szt2	NA	0.038	NA
T2	NA	0.005	NA
Tab1	NA	0.02	NA
Tab2	NA	0.071	NA
Tab3	NA	0.019	NA
Tac1	NA	0.022	NA
Tac2	NA	0.007	NA
Tacc1	NA	0.248	NA
Tacc2	NA	0.114	NA
Tacc3	NA	0.017	NA
Taco1	NA	0.004	NA
Tacr1	NA	0.002	NA
Tacr3	NA	0.001	NA
Tada1	NA	0.065	NA
Tada2a	NA	0.093	NA
Tada2b	NA	0.009	NA
Tada3	NA	0.053	NA
Taf1	NA	0.14	NA
Taf10	NA	0.015	NA
Taf11	NA	0.034	NA
Taf12	NA	0.021	NA
Taf13	NA	0.018	NA
Taf15	NA	0.14	NA
Taf1a	NA	0.014	NA
Taf1b	NA	0.079	NA
Taf1c	NA	0.025	NA
Taf1d	NA	0.175	NA
Taf2	NA	0.081	NA
Taf3	NA	0.083	NA
Taf4a	NA	0.034	NA
Taf4b	NA	0.005	NA
Taf5	NA	0.018	NA
Taf5l	NA	0.018	NA
Taf6	NA	0.066	NA
Taf6l	NA	0.019	NA
Taf7	NA	0.017	NA
Taf7l	NA	0.003	NA
Taf8	NA	0.018	NA
Taf9	NA	0.06	NA
Taf9b	NA	0.013	NA
Tagap	NA	0.001	NA
Tagap1	NA	0.019	NA
Tagln	NA	0.006	NA
Tagln2	NA	0.019	NA
Tagln3	NA	0.135	NA
Tal1	NA	0.004	NA
Taldo1	NA	0.058	NA
Tamm41	NA	0.015	NA
Tanc1	NA	0.057	NA
Tanc2	NA	0.206	NA
Tango2	NA	0.18	NA
Tango6	NA	0.008	NA
Tank	NA	0.054	NA
Taok1	NA	0.197	NA
Taok2	NA	0.125	NA
Taok3	NA	0.155	NA
Tap1	NA	0.004	NA
Tap2	NA	0.016	NA
Tapbp	NA	0.028	NA
Tapbpl	NA	0.005	NA
Tapt1	NA	0.041	NA
Tarbp2	NA	0.009	NA
Tardbp	NA	0.279	NA
Tars	NA	0.042	NA
Tars2	NA	0.058	NA
Tarsl2	NA	0.042	NA
Tas1r1	NA	0.001	NA
Tas1r3	NA	0.001	NA
Tasp1	NA	0.015	NA
Tatdn1	NA	0.019	NA
Tatdn2	NA	0.013	NA
Tatdn3	NA	0.062	NA
Tax1bp1	NA	0.203	NA
Tax1bp3	NA	0.001	NA
Taz	NA	0.199	NA
Tbata	NA	0.009	NA
Tbc1d1	NA	0.025	NA
Tbc1d10a	NA	0.025	NA
Tbc1d10b	NA	0.044	NA
Tbc1d10c	NA	0.003	NA
Tbc1d12	NA	0.023	NA
Tbc1d13	NA	0.013	NA
Tbc1d14	NA	0.043	NA
Tbc1d15	NA	0.085	NA
Tbc1d16	NA	0.009	NA
Tbc1d17	NA	0.07	NA
Tbc1d19	NA	0.051	NA
Tbc1d2	NA	0.017	NA
Tbc1d20	NA	0.065	NA
Tbc1d22a	NA	0.012	NA
Tbc1d22b	NA	0.022	NA
Tbc1d23	NA	0.073	NA
Tbc1d24	NA	0.142	NA
Tbc1d25	NA	0.009	NA
Tbc1d2b	NA	0.011	NA
Tbc1d30	NA	0.048	NA
Tbc1d31	NA	0.042	NA
Tbc1d32	NA	0.044	NA
Tbc1d4	NA	0.027	NA
Tbc1d5	NA	0.024	NA
Tbc1d7	NA	0.018	NA
Tbc1d8	NA	0.021	NA
Tbc1d8b	NA	0.014	NA
Tbc1d9	NA	0.035	NA
Tbc1d9b	NA	0.064	NA
Tbca	NA	0.035	NA
Tbcb	NA	0.075	NA
Tbcc	NA	0.021	NA
Tbccd1	NA	0.013	NA
Tbcd	NA	0.037	NA
Tbce	NA	0.212	NA
Tbcel	NA	0.074	NA
Tbck	NA	0.019	NA
Tbk1	NA	0.08	NA
Tbkbp1	NA	0.04	NA
Tbl1x	NA	0.095	NA
Tbl1xr1	NA	0.068	NA
Tbl2	NA	0.019	NA
Tbl3	NA	0.046	NA
Tbp	NA	0.05	NA
Tbpl1	NA	0.056	NA
Tbr1	NA	0.037	NA
Tbrg1	NA	0.069	NA
Tbrg4	NA	0.033	NA
Tbx1	NA	0.002	NA
Tbx15	NA	0	NA
Tbx18	NA	0.006	NA
Tbx2	NA	0.002	NA
Tbx22	NA	0.001	NA
Tbx3	NA	0.011	NA
Tbx6	NA	0.004	NA
Tbxa2r	NA	0.002	NA
Tbxas1	NA	0.002	NA
Tc2n	NA	0.001	NA
Tcaim	NA	0.027	NA
Tcam1	NA	0.001	NA
Tcap	NA	0.009	NA
Tcea1	NA	0.036	NA
Tcea2	NA	0.133	NA
Tcea3	NA	0.001	NA
Tceal1	NA	0.016	NA
Tceal3	NA	0.058	NA
Tceal5	NA	0.104	NA
Tceal6	NA	0.043	NA
Tceal7	NA	0.002	NA
Tceal8	NA	0.025	NA
Tceanc	NA	0.006	NA
Tceanc2	NA	0.022	NA
Tceb1	NA	0.083	NA
Tceb2	NA	0.106	NA
Tceb3	NA	0.051	NA
Tcerg1	NA	0.211	NA
Tcerg1l	NA	0.008	NA
Tcf12	NA	0.117	NA
Tcf15	NA	0.002	NA
Tcf19	NA	0.004	NA
Tcf20	NA	0.057	NA
Tcf23	NA	0.001	NA
Tcf25	NA	0.414	NA
Tcf3	NA	0.04	NA
Tcf4	NA	0.462	NA
Tcf7	NA	0.006	NA
Tcf7l1	NA	0.003	NA
Tcf7l2	NA	0.053	NA
Tcfl5	NA	0	NA
Tchh	NA	0.009	NA
Tchp	NA	0.041	NA
Tcirg1	NA	0.032	NA
Tcn2	NA	0.017	NA
Tcof1	NA	0.047	NA
Tcp1	NA	0.09	NA
Tcp10b	NA	0	NA
Tcp11	NA	0.002	NA
Tcp11l1	NA	0.028	NA
Tcp11l2	NA	0.026	NA
Tcta	NA	0.032	NA
Tcte1	NA	0.003	NA
Tcte2	NA	0.009	NA
Tctex1d1	NA	0.001	NA
Tctex1d2	NA	0.024	NA
Tctex1d4	NA	0.002	NA
Tctn1	NA	0.01	NA
Tctn2	NA	0.047	NA
Tctn3	NA	0.052	NA
Tdg	NA	0.021	NA
Tdgf1	NA	0.001	NA
Tdo2	NA	0.007	NA
Tdp1	NA	0.035	NA
Tdp2	NA	0.047	NA
Tdrd1	NA	0.001	NA
Tdrd12	NA	0.001	NA
Tdrd3	NA	0.039	NA
Tdrd5	NA	0.009	NA
Tdrd6	NA	0.003	NA
Tdrd7	NA	0.028	NA
Tdrd9	NA	0.001	NA
Tdrkh	NA	0.02	NA
Tdrp	NA	0.013	NA
Tead1	NA	0.049	NA
Tead2	NA	0.004	NA
Tead3	NA	0.007	NA
Tead4	NA	0.001	NA
Tec	NA	0.003	NA
Tecpr1	NA	0.143	NA
Tecpr2	NA	0.061	NA
Tecr	NA	0.351	NA
Tecrl	NA	0.001	NA
Tef	NA	0.289	NA
Tefm	NA	0.01	NA
Tek	NA	0.022	NA
Tekt1	NA	0.004	NA
Tekt2	NA	0.006	NA
Tekt4	NA	0.001	NA
Tekt5	NA	0.003	NA
Telo2	NA	0.057	NA
Ten1	NA	0.036	NA
Tenc1	NA	0.02	NA
Tenm1	NA	0.085	NA
Tenm2	NA	0.128	NA
Tenm3	NA	0.044	NA
Tenm4	NA	0.113	NA
Tep1	NA	0.011	NA
Tepp	NA	0	NA
Terf1	NA	0.059	NA
Terf2	NA	0.044	NA
Terf2ip	NA	0.038	NA
Tes	NA	0.004	NA
Tesc	NA	0.033	NA
Tesk1	NA	0.02	NA
Tesk2	NA	0.011	NA
Tet1	NA	0.049	NA
Tet2	NA	0.178	NA
Tet3	NA	0.103	NA
Tex10	NA	0.069	NA
Tex12	NA	0.001	NA
Tex14	NA	0.001	NA
Tex15	NA	0.006	NA
Tex2	NA	0.036	NA
Tex26	NA	0.001	NA
Tex261	NA	0.052	NA
Tex264	NA	0.051	NA
Tex30	NA	0.008	NA
Tex40	NA	0.023	NA
Tex9	NA	0.076	NA
Tfam	NA	0.032	NA
Tfap2a	NA	0.001	NA
Tfap2b	NA	0.008	NA
Tfap2d	NA	0.002	NA
Tfap4	NA	0.005	NA
Tfb1m	NA	0.005	NA
Tfb2m	NA	0.014	NA
Tfcp2	NA	0.056	NA
Tfcp2l1	NA	0.005	NA
Tfdp1	NA	0.003	NA
Tfdp2	NA	0.07	NA
Tfe3	NA	0.066	NA
Tfeb	NA	0.011	NA
Tfg	NA	0.055	NA
Tfip11	NA	0.021	NA
Tfpi	NA	0.007	NA
Tfpt	NA	0.04	NA
Tfr2	NA	0.01	NA
Tfrc	NA	0.111	NA
Tgds	NA	0.015	NA
Tgfa	NA	0.007	NA
Tgfb1	NA	0.001	NA
Tgfb1i1	NA	0.014	NA
Tgfb2	NA	0.026	NA
Tgfb3	NA	0.01	NA
Tgfbi	NA	0.004	NA
Tgfbr1	NA	0.044	NA
Tgfbr2	NA	0.009	NA
Tgfbr3	NA	0.024	NA
Tgfbrap1	NA	0.027	NA
Tgif1	NA	0.003	NA
Tgif2	NA	0.002	NA
Tgm2	NA	0.008	NA
Tgm3	NA	0.001	NA
Tgm4	NA	0.001	NA
Tgoln1	NA	0.099	NA
Tgs1	NA	0.096	NA
Tgtp1	NA	0	NA
Tgtp2	NA	0	NA
Th	NA	0.001	NA
Tha1	NA	0.011	NA
Thada	NA	0.01	NA
Thap1	NA	0.01	NA
Thap11	NA	0.015	NA
Thap2	NA	0.051	NA
Thap3	NA	0.11	NA
Thap4	NA	0.014	NA
Thap7	NA	0.022	NA
Thbd	NA	0.012	NA
Thbs1	NA	0.002	NA
Thbs2	NA	0.002	NA
Thbs3	NA	0.042	NA
Thbs4	NA	0.01	NA
Them4	NA	0.044	NA
Them6	NA	0.047	NA
Themis2	NA	0.001	NA
Thg1l	NA	0.008	NA
Thnsl1	NA	0.025	NA
Thnsl2	NA	0.003	NA
Thoc1	NA	0.192	NA
Thoc2	NA	0.356	NA
Thoc3	NA	0.028	NA
Thoc5	NA	0.048	NA
Thoc6	NA	0.012	NA
Thoc7	NA	0.101	NA
Thop1	NA	0.031	NA
Thpo	NA	0.045	NA
Thra	NA	0.241	NA
Thrap3	NA	0.159	NA
Thrb	NA	0.052	NA
Thrsp	NA	0.028	NA
Thsd1	NA	0.007	NA
Thsd4	NA	0.013	NA
Thsd7a	NA	0.102	NA
Thsd7b	NA	0.01	NA
Thumpd1	NA	0.042	NA
Thumpd2	NA	0.02	NA
Thumpd3	NA	0.051	NA
Thy1	NA	0.233	NA
Thyn1	NA	0.06	NA
Tia1	NA	0.443	NA
Tial1	NA	0.306	NA
Tiam1	NA	0.09	NA
Tiam2	NA	0.044	NA
Ticam1	NA	0.003	NA
Tie1	NA	0.015	NA
Tifa	NA	0.004	NA
Tifab	NA	0	NA
Tigd2	NA	0.043	NA
Tigd3	NA	0	NA
Tigd4	NA	0.001	NA
Timeless	NA	0.007	NA
Timm10	NA	0.018	NA
Timm10b	NA	0.08	NA
Timm13	NA	0.083	NA
Timm17a	NA	0.059	NA
Timm17b	NA	0.013	NA
Timm21	NA	0.031	NA
Timm22	NA	0.027	NA
Timm23	NA	0.013	NA
Timm44	NA	0.191	NA
Timm50	NA	0.041	NA
Timm8a1	NA	0.003	NA
Timm8b	NA	0.07	NA
Timm9	NA	0.071	NA
Timmdc1	NA	0.026	NA
Timp1	NA	0.001	NA
Timp2	NA	0.074	NA
Timp3	NA	0.113	NA
Timp4	NA	0.019	NA
Tinagl1	NA	0.012	NA
Tinf2	NA	0.019	NA
Tiparp	NA	0.048	NA
Tipin	NA	0.021	NA
Tiprl	NA	0.062	NA
Tirap	NA	0.005	NA
Tjap1	NA	0.044	NA
Tjp1	NA	0.076	NA
Tjp2	NA	0.035	NA
Tjp3	NA	0.002	NA
Tk1	NA	0.002	NA
Tk2	NA	0.032	NA
Tkt	NA	0.074	NA
Tktl2	NA	0.001	NA
Tlcd1	NA	0.03	NA
Tlcd2	NA	0.002	NA
Tldc1	NA	0.001	NA
Tle1	NA	0.062	NA
Tle2	NA	0.064	NA
Tle3	NA	0.037	NA
Tle4	NA	0.05	NA
Tle6	NA	0.008	NA
Tlk1	NA	0.084	NA
Tlk2	NA	0.057	NA
Tll1	NA	0.001	NA
Tln1	NA	0.071	NA
Tln2	NA	0.088	NA
Tlr12	NA	0	NA
Tlr3	NA	0.011	NA
Tlr4	NA	0.001	NA
Tlr7	NA	0.001	NA
Tm2d1	NA	0.045	NA
Tm2d2	NA	0.076	NA
Tm2d3	NA	0.064	NA
Tm4sf1	NA	0.037	NA
Tm6sf1	NA	0.07	NA
Tm6sf2	NA	0.007	NA
Tm7sf2	NA	0.051	NA
Tm7sf3	NA	0.073	NA
Tm9sf1	NA	0.024	NA
Tm9sf2	NA	0.07	NA
Tm9sf3	NA	0.111	NA
Tm9sf4	NA	0.09	NA
Tma16	NA	0.033	NA
Tma7	NA	0.045	NA
Tmbim1	NA	0.058	NA
Tmbim4	NA	0.052	NA
Tmbim6	NA	0.185	NA
Tmc1	NA	0.001	NA
Tmc3	NA	0.002	NA
Tmc4	NA	0.023	NA
Tmc6	NA	0.007	NA
Tmc7	NA	0.033	NA
Tmc8	NA	0.001	NA
Tmcc1	NA	0.078	NA
Tmcc2	NA	0.024	NA
Tmcc3	NA	0.049	NA
Tmco1	NA	0.07	NA
Tmco3	NA	0.033	NA
Tmco4	NA	0.003	NA
Tmco5	NA	0.003	NA
Tmco6	NA	0.031	NA
Tmed1	NA	0.029	NA
Tmed10	NA	0.086	NA
Tmed2	NA	0.061	NA
Tmed3	NA	0.026	NA
Tmed4	NA	0.096	NA
Tmed5	NA	0.102	NA
Tmed7	NA	0.048	NA
Tmed8	NA	0.027	NA
Tmed9	NA	0.127	NA
Tmeff1	NA	0.047	NA
Tmeff2	NA	0.116	NA
Tmem100	NA	0.018	NA
Tmem101	NA	0.027	NA
Tmem104	NA	0.006	NA
Tmem106a	NA	0.001	NA
Tmem106b	NA	0.07	NA
Tmem106c	NA	0.027	NA
Tmem107	NA	0.038	NA
Tmem108	NA	0.031	NA
Tmem109	NA	0.045	NA
Tmem11	NA	0.023	NA
Tmem110	NA	0.036	NA
Tmem115	NA	0.02	NA
Tmem116	NA	0.009	NA
Tmem117	NA	0.004	NA
Tmem119	NA	0.004	NA
Tmem120a	NA	0.024	NA
Tmem120b	NA	0.019	NA
Tmem121	NA	0.023	NA
Tmem123	NA	0.016	NA
Tmem125	NA	0.005	NA
Tmem126a	NA	0.045	NA
Tmem126b	NA	0.033	NA
Tmem127	NA	0.066	NA
Tmem128	NA	0.045	NA
Tmem129	NA	0.029	NA
Tmem130	NA	0.077	NA
Tmem131	NA	0.082	NA
Tmem132a	NA	0.128	NA
Tmem132b	NA	0.1	NA
Tmem132c	NA	0.005	NA
Tmem132d	NA	0.01	NA
Tmem132e	NA	0.007	NA
Tmem134	NA	0.048	NA
Tmem135	NA	0.046	NA
Tmem136	NA	0.045	NA
Tmem138	NA	0.034	NA
Tmem140	NA	0.003	NA
Tmem141	NA	0.018	NA
Tmem143	NA	0.026	NA
Tmem144	NA	0.013	NA
Tmem145	NA	0.135	NA
Tmem147	NA	0.098	NA
Tmem14a	NA	0.03	NA
Tmem14c	NA	0.032	NA
Tmem150a	NA	0.046	NA
Tmem150b	NA	0.002	NA
Tmem150c	NA	0.051	NA
Tmem151a	NA	0.113	NA
Tmem151b	NA	0.057	NA
Tmem154	NA	0	NA
Tmem158	NA	0.039	NA
Tmem159	NA	0.013	NA
Tmem160	NA	0.029	NA
Tmem161a	NA	0.052	NA
Tmem161b	NA	0.092	NA
Tmem163	NA	0.005	NA
Tmem164	NA	0.012	NA
Tmem165	NA	0.058	NA
Tmem167	NA	0.162	NA
Tmem167b	NA	0.016	NA
Tmem168	NA	0.015	NA
Tmem169	NA	0.03	NA
Tmem17	NA	0.009	NA
Tmem170	NA	0.001	NA
Tmem170b	NA	0.033	NA
Tmem173	NA	0.002	NA
Tmem175	NA	0.039	NA
Tmem176a	NA	0.01	NA
Tmem176b	NA	0.026	NA
Tmem177	NA	0.009	NA
Tmem178	NA	0.06	NA
Tmem178b	NA	0.081	NA
Tmem179	NA	0.086	NA
Tmem179b	NA	0.022	NA
Tmem18	NA	0.055	NA
Tmem180	NA	0.022	NA
Tmem181a	NA	0.014	NA
Tmem181b-ps	NA	0.03	NA
Tmem181c-ps	NA	0.005	NA
Tmem183a	NA	0.053	NA
Tmem184b	NA	0.038	NA
Tmem184c	NA	0.068	NA
TMEM185B	NA	0.017	NA
Tmem186	NA	0.027	NA
Tmem189	NA	0.023	NA
Tmem19	NA	0.049	NA
Tmem191c	NA	0.347	NA
Tmem192	NA	0.016	NA
Tmem194	NA	0.009	NA
Tmem194b	NA	0.015	NA
Tmem196	NA	0.009	NA
Tmem198	NA	0.045	NA
Tmem198b	NA	0.017	NA
Tmem199	NA	0.074	NA
Tmem2	NA	0.031	NA
Tmem200a	NA	0.013	NA
Tmem200c	NA	0.008	NA
Tmem201	NA	0.086	NA
Tmem202	NA	0.003	NA
Tmem203	NA	0.022	NA
Tmem204	NA	0.024	NA
Tmem205	NA	0.046	NA
Tmem206	NA	0.008	NA
Tmem208	NA	0.107	NA
Tmem209	NA	0.04	NA
Tmem212	NA	0.006	NA
Tmem214	NA	0.095	NA
Tmem215	NA	0.008	NA
Tmem216	NA	0.023	NA
Tmem218	NA	0.012	NA
Tmem219	NA	0.028	NA
Tmem220	NA	0.002	NA
Tmem222	NA	0.065	NA
Tmem223	NA	0.002	NA
Tmem229a	NA	0.034	NA
Tmem229b	NA	0.007	NA
Tmem230	NA	0.027	NA
Tmem231	NA	0.014	NA
Tmem232	NA	0.002	NA
Tmem234	NA	0.173	NA
Tmem236	NA	0.001	NA
Tmem237	NA	0.047	NA
Tmem238	NA	0.005	NA
Tmem240	NA	0.033	NA
Tmem241	NA	0.007	NA
Tmem242	NA	0.027	NA
Tmem243	NA	0.007	NA
Tmem245	NA	0.135	NA
Tmem246	NA	0.059	NA
Tmem248	NA	0.031	NA
Tmem25	NA	0.103	NA
Tmem251	NA	0.031	NA
Tmem252	NA	0.006	NA
Tmem255a	NA	0.014	NA
Tmem255b	NA	0.002	NA
Tmem256	NA	0.096	NA
Tmem258	NA	0.077	NA
Tmem259	NA	0.087	NA
Tmem260	NA	0.04	NA
Tmem261	NA	0.024	NA
Tmem28	NA	0.004	NA
Tmem29	NA	0.032	NA
Tmem30a	NA	0.251	NA
Tmem30c	NA	0.005	NA
Tmem33	NA	0.045	NA
Tmem35	NA	0.023	NA
Tmem37	NA	0.003	NA
Tmem38a	NA	0.09	NA
Tmem38b	NA	0.025	NA
Tmem39a	NA	0.025	NA
Tmem39b	NA	0.013	NA
Tmem40	NA	0.002	NA
Tmem41a	NA	0.019	NA
Tmem41b	NA	0.05	NA
Tmem42	NA	0.022	NA
Tmem43	NA	0.02	NA
Tmem44	NA	0.08	NA
Tmem45a	NA	0.001	NA
Tmem47	NA	0.109	NA
Tmem5	NA	0.058	NA
Tmem50a	NA	0.109	NA
Tmem50b	NA	0.038	NA
Tmem51	NA	0.004	NA
Tmem51os1	NA	0.001	NA
Tmem52	NA	0.004	NA
Tmem53	NA	0.006	NA
